Timestamp,ObjectName,correct
474.35,ERPTagsA1 ERPFlashTag2D (1) ERPFlashTagFeedback,0
488.26,ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback,1
499.57,ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback,1
507.83,ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback,1
518.59,ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback,1
528.13,ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback,1
535.92,ERPTagsA6 ERPFlashTag2D (1) ERPFlashTagFeedback,0
537.55,ERPTagsA6 ERPFlashTag2D (1) ERPFlashTagFeedback,0
556.39,ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
572.06,ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback,1
576.95,ERPTagsA8 ERPFlashTag2D (3) ERPFlashTagFeedback,0
584.46,ERPTagsA8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
